,accelerometer_X,accelerometer_Y,accelerometer_Z,activity
101,3.4189199999999995,-6.675033999999999,1.158794,walking
102,1.891419,-11.669339,-1.570596,walking
103,-1.647211,-5.305551,9.169792,walking
104,3.399767,-15.586253,-0.8044520000000001,walking
105,4.572925,0.1819589999999999,32.59945,walking
106,5.60722,-13.005303,-0.378284,walking
107,3.672706,-10.874464,-7.058106,walking
108,1.939303,-9.097966,-2.782062,walking
109,-0.344765,-4.161122,1.23062,walking
110,-0.387861,-9.174581,3.031059,walking
111,-7.359775999999999,-15.322891,0.8523360000000001,walking
112,11.113884,-19.603724,-3.921702,walking
113,5.1092260000000005,-15.452178,-1.47004,walking
114,6.373365,-11.741165,-8.226476,walking
115,3.2896330000000003,-9.993398,-0.3830719999999999,walking
116,-2.978387,-3.0502130000000003,1.273715,walking
117,-4.34787,-9.92636,-1.642422,walking
118,-4.256891,-17.166426,-2.054225,walking
119,-12.277467,6.435614,2.853889,walking
120,1.426944,-5.262455,-0.651223,walking
121,-0.263362,-6.019023000000001,1.235408,walking
122,-4.352658,-9.32781,0.713472,walking
123,-3.955221,-16.49605,3.438074,walking
124,-2.705448,-7.436389999999999,1.383849,walking
125,-4.577713,-17.645266,1.944092,walking
126,7.192182000000001,-25.201366,-16.903064999999998,walking
127,1.575385,-10.620679,1.58975,walking
128,-0.02873,-5.425261,0.8236049999999999,walking
129,3.4189199999999995,-6.675033999999999,1.158794,walking
130,1.891419,-11.669339,-1.570596,walking
131,-1.647211,-5.305551,9.169792,walking
132,3.399767,-15.586253,-0.8044520000000001,walking
133,4.572925,0.1819589999999999,32.59945,walking
134,5.60722,-13.005303,-0.378284,walking
135,3.672706,-10.874464,-7.058106,walking
136,1.939303,-9.097966,-2.782062,walking
137,-0.344765,-4.161122,1.23062,walking
138,-0.387861,-9.174581,3.031059,walking
139,-7.359775999999999,-15.322891,0.8523360000000001,walking
140,11.113884,-19.603724,-3.921702,walking
141,5.1092260000000005,-15.452178,-1.47004,walking
142,6.373365,-11.741165,-8.226476,walking
143,3.2896330000000003,-9.993398,-0.3830719999999999,walking
144,-2.978387,-3.0502130000000003,1.273715,walking
145,-4.34787,-9.92636,-1.642422,walking
146,-4.256891,-17.166426,-2.054225,walking
147,-12.277467,6.435614,2.853889,walking
148,-7.8865,-16.82645,4.912902,walking
149,4.13718,-23.673866,-10.807426,walking
150,-4.352658,-9.32781,0.713472,walking
151,-3.955221,-16.49605,3.438074,walking
152,-2.705448,-7.436389999999999,1.383849,walking
153,-4.577713,-17.645266,1.944092,walking
154,7.192182000000001,-25.201366,-16.903064999999998,walking
155,1.575385,-10.620679,1.58975,walking
156,-0.02873,-5.425261,0.8236049999999999,walking
157,3.4189199999999995,-6.675033999999999,1.158794,walking
158,1.891419,-11.669339,-1.570596,walking
159,-1.647211,-5.305551,9.169792,walking
160,3.399767,-15.586253,-0.8044520000000001,walking
161,4.572925,0.1819589999999999,32.59945,walking
162,5.60722,-13.005303,-0.378284,walking
163,3.672706,-10.874464,-7.058106,walking
164,1.939303,-9.097966,-2.782062,walking
165,-0.344765,-4.161122,1.23062,walking
166,-0.387861,-9.174581,3.031059,walking
167,-7.359775999999999,-15.322891,0.8523360000000001,walking
168,11.113884,-19.603724,-3.921702,walking
169,5.1092260000000005,-15.452178,-1.47004,walking
170,6.373365,-11.741165,-8.226476,walking
171,3.2896330000000003,-9.993398,-0.3830719999999999,walking
172,-2.978387,-3.0502130000000003,1.273715,walking
173,-4.34787,-9.92636,-1.642422,walking
174,-4.256891,-17.166426,-2.054225,walking
175,-12.277467,6.435614,2.853889,walking
176,-7.8865,-16.82645,4.912902,walking
177,4.13718,-23.673866,-10.807426,walking
178,2.523489,-10.070012,0.158017,walking
179,-0.143652,-3.572149,1.862689,walking
180,-2.705448,-7.436389999999999,1.383849,walking
181,-4.577713,-17.645266,1.944092,walking
182,7.192182000000001,-25.201366,-16.903064999999998,walking
183,1.575385,-10.620679,1.58975,walking
184,-0.02873,-5.425261,0.8236049999999999,walking
185,3.4189199999999995,-6.675033999999999,1.158794,walking
186,1.891419,-11.669339,-1.570596,walking
187,-1.647211,-5.305551,9.169792,walking
188,3.399767,-15.586253,-0.8044520000000001,walking
189,4.572925,0.1819589999999999,32.59945,walking
190,5.60722,-13.005303,-0.378284,walking
191,3.672706,-10.874464,-7.058106,walking
192,1.939303,-9.097966,-2.782062,walking
193,-0.344765,-4.161122,1.23062,walking
194,-0.387861,-9.174581,3.031059,walking
195,-7.359775999999999,-15.322891,0.8523360000000001,walking
196,11.113884,-19.603724,-3.921702,walking
197,5.1092260000000005,-15.452178,-1.47004,walking
198,6.373365,-11.741165,-8.226476,walking
199,3.2896330000000003,-9.993398,-0.3830719999999999,walking
200,-2.978387,-3.0502130000000003,1.273715,walking
201,-4.34787,-9.92636,-1.642422,walking
202,-4.256891,-17.166426,-2.054225,walking
203,-12.277467,6.435614,2.853889,walking
204,-7.8865,-16.82645,4.912902,walking
205,4.13718,-23.673866,-10.807426,walking
206,2.523489,-10.070012,0.158017,walking
207,-0.143652,-3.572149,1.862689,walking
208,1.221043,-7.963114,-0.737414,walking
209,6.105214,-8.504205,0.306458,walking
210,7.192182000000001,-25.201366,-16.903064999999998,walking
211,1.575385,-10.620679,1.58975,walking
212,-0.02873,-5.425261,0.8236049999999999,walking
213,3.4189199999999995,-6.675033999999999,1.158794,walking
214,1.891419,-11.669339,-1.570596,walking
215,-1.647211,-5.305551,9.169792,walking
216,3.399767,-15.586253,-0.8044520000000001,walking
217,4.572925,0.1819589999999999,32.59945,walking
218,5.60722,-13.005303,-0.378284,walking
219,3.672706,-10.874464,-7.058106,walking
220,1.939303,-9.097966,-2.782062,walking
221,-0.344765,-4.161122,1.23062,walking
222,-0.387861,-9.174581,3.031059,walking
223,-7.359775999999999,-15.322891,0.8523360000000001,walking
224,11.113884,-19.603724,-3.921702,walking
225,5.1092260000000005,-15.452178,-1.47004,walking
226,6.373365,-11.741165,-8.226476,walking
227,3.2896330000000003,-9.993398,-0.3830719999999999,walking
228,-2.978387,-3.0502130000000003,1.273715,walking
229,-4.34787,-9.92636,-1.642422,walking
230,-4.256891,-17.166426,-2.054225,walking
231,-12.277467,6.435614,2.853889,walking
232,-7.8865,-16.82645,4.912902,walking
233,4.13718,-23.673866,-10.807426,walking
234,2.523489,-10.070012,0.158017,walking
235,-0.143652,-3.572149,1.862689,walking
236,1.221043,-7.963114,-0.737414,walking
237,6.105214,-8.504205,0.306458,walking
238,-2.925714,-21.298819,5.612009,walking
239,3.347094,-13.302185,-2.020706,walking
240,-0.02873,-5.425261,0.8236049999999999,walking
241,3.4189199999999995,-6.675033999999999,1.158794,walking
242,1.891419,-11.669339,-1.570596,walking
243,-1.647211,-5.305551,9.169792,walking
244,3.399767,-15.586253,-0.8044520000000001,walking
245,4.572925,0.1819589999999999,32.59945,walking
246,5.60722,-13.005303,-0.378284,walking
247,3.672706,-10.874464,-7.058106,walking
248,1.939303,-9.097966,-2.782062,walking
249,-0.344765,-4.161122,1.23062,walking
250,-0.387861,-9.174581,3.031059,walking
251,-7.359775999999999,-15.322891,0.8523360000000001,walking
252,11.113884,-19.603724,-3.921702,walking
253,5.1092260000000005,-15.452178,-1.47004,walking
254,6.373365,-11.741165,-8.226476,walking
255,3.2896330000000003,-9.993398,-0.3830719999999999,walking
256,-2.978387,-3.0502130000000003,1.273715,walking
257,-4.34787,-9.92636,-1.642422,walking
258,-4.256891,-17.166426,-2.054225,walking
259,-12.277467,6.435614,2.853889,walking
260,-7.8865,-16.82645,4.912902,walking
261,4.13718,-23.673866,-10.807426,walking
262,2.523489,-10.070012,0.158017,walking
263,-0.143652,-3.572149,1.862689,walking
264,1.221043,-7.963114,-0.737414,walking
265,6.105214,-8.504205,0.306458,walking
266,-2.925714,-21.298819,5.612009,walking
267,3.347094,-13.302185,-2.020706,walking
268,-4.170699,-15.801731,0.162806,walking
269,1.173159,-14.092270999999998,-0.636858,walking
270,1.891419,-11.669339,-1.570596,walking
271,-1.647211,-5.305551,9.169792,walking
272,3.399767,-15.586253,-0.8044520000000001,walking
273,4.572925,0.1819589999999999,32.59945,walking
274,5.60722,-13.005303,-0.378284,walking
275,3.672706,-10.874464,-7.058106,walking
276,1.939303,-9.097966,-2.782062,walking
277,-0.344765,-4.161122,1.23062,walking
278,-0.387861,-9.174581,3.031059,walking
279,-7.359775999999999,-15.322891,0.8523360000000001,walking
280,11.113884,-19.603724,-3.921702,walking
281,5.1092260000000005,-15.452178,-1.47004,walking
282,6.373365,-11.741165,-8.226476,walking
283,3.2896330000000003,-9.993398,-0.3830719999999999,walking
284,-2.978387,-3.0502130000000003,1.273715,walking
285,-4.34787,-9.92636,-1.642422,walking
286,-4.256891,-17.166426,-2.054225,walking
287,-12.277467,6.435614,2.853889,walking
288,-7.8865,-16.82645,4.912902,walking
289,4.13718,-23.673866,-10.807426,walking
290,2.523489,-10.070012,0.158017,walking
291,-0.143652,-3.572149,1.862689,walking
292,1.221043,-7.963114,-0.737414,walking
293,6.105214,-8.504205,0.306458,walking
294,-2.925714,-21.298819,5.612009,walking
295,3.347094,-13.302185,-2.020706,walking
296,-4.170699,-15.801731,0.162806,walking
297,1.173159,-14.092270999999998,-0.636858,walking
298,1.11091,-8.954314,-8.887277000000001,walking
299,0.0478839999999999,-8.571242,0.790087,walking
300,3.399767,-15.586253,-0.8044520000000001,walking
301,4.572925,0.1819589999999999,32.59945,walking
302,5.60722,-13.005303,-0.378284,walking
303,3.672706,-10.874464,-7.058106,walking
304,1.939303,-9.097966,-2.782062,walking
305,-0.344765,-4.161122,1.23062,walking
306,-0.387861,-9.174581,3.031059,walking
307,-7.359775999999999,-15.322891,0.8523360000000001,walking
308,11.113884,-19.603724,-3.921702,walking
309,5.1092260000000005,-15.452178,-1.47004,walking
310,6.373365,-11.741165,-8.226476,walking
311,3.2896330000000003,-9.993398,-0.3830719999999999,walking
312,-2.978387,-3.0502130000000003,1.273715,walking
313,-4.34787,-9.92636,-1.642422,walking
314,-4.256891,-17.166426,-2.054225,walking
315,-12.277467,6.435614,2.853889,walking
316,-7.8865,-16.82645,4.912902,walking
317,4.13718,-23.673866,-10.807426,walking
318,2.523489,-10.070012,0.158017,walking
319,-0.143652,-3.572149,1.862689,walking
320,1.221043,-7.963114,-0.737414,walking
321,6.105214,-8.504205,0.306458,walking
322,-2.925714,-21.298819,5.612009,walking
323,3.347094,-13.302185,-2.020706,walking
324,-4.170699,-15.801731,0.162806,walking
325,1.173159,-14.092270999999998,-0.636858,walking
326,1.11091,-8.954314,-8.887277000000001,walking
327,0.0478839999999999,-8.571242,0.790087,walking
328,2.494758,-5.674258,1.034295,walking
329,11.894394,-11.429919,-8.049306,walking
330,5.60722,-13.005303,-0.378284,walking
331,3.672706,-10.874464,-7.058106,walking
332,1.939303,-9.097966,-2.782062,walking
333,-0.344765,-4.161122,1.23062,walking
334,-0.387861,-9.174581,3.031059,walking
335,-7.359775999999999,-15.322891,0.8523360000000001,walking
336,11.113884,-19.603724,-3.921702,walking
337,5.1092260000000005,-15.452178,-1.47004,walking
338,6.373365,-11.741165,-8.226476,walking
339,3.2896330000000003,-9.993398,-0.3830719999999999,walking
340,-2.978387,-3.0502130000000003,1.273715,walking
341,-4.34787,-9.92636,-1.642422,walking
342,-4.256891,-17.166426,-2.054225,walking
343,-12.277467,6.435614,2.853889,walking
344,-7.8865,-16.82645,4.912902,walking
345,4.13718,-23.673866,-10.807426,walking
346,2.523489,-10.070012,0.158017,walking
347,-0.143652,-3.572149,1.862689,walking
348,1.221043,-7.963114,-0.737414,walking
349,6.105214,-8.504205,0.306458,walking
350,-2.925714,-21.298819,5.612009,walking
351,3.347094,-13.302185,-2.020706,walking
352,-4.170699,-15.801731,0.162806,walking
353,1.173159,-14.092270999999998,-0.636858,walking
354,1.11091,-8.954314,-8.887277000000001,walking
355,0.0478839999999999,-8.571242,0.790087,walking
356,2.494758,-5.674258,1.034295,walking
357,11.894394,-11.429919,-8.049306,walking
358,-9.323022,-15.844827,1.824382,walking
359,-1.278504,-17.334020000000002,-14.245501,walking
360,1.939303,-9.097966,-2.782062,walking
361,-0.344765,-4.161122,1.23062,walking
362,-0.387861,-9.174581,3.031059,walking
363,-7.359775999999999,-15.322891,0.8523360000000001,walking
364,11.113884,-19.603724,-3.921702,walking
365,5.1092260000000005,-15.452178,-1.47004,walking
366,6.373365,-11.741165,-8.226476,walking
367,3.2896330000000003,-9.993398,-0.3830719999999999,walking
368,-2.978387,-3.0502130000000003,1.273715,walking
369,-4.34787,-9.92636,-1.642422,walking
370,-4.256891,-17.166426,-2.054225,walking
371,-12.277467,6.435614,2.853889,walking
372,-7.8865,-16.82645,4.912902,walking
373,4.13718,-23.673866,-10.807426,walking
374,2.523489,-10.070012,0.158017,walking
375,-0.143652,-3.572149,1.862689,walking
376,1.221043,-7.963114,-0.737414,walking
377,6.105214,-8.504205,0.306458,walking
378,-2.925714,-21.298819,5.612009,walking
379,3.347094,-13.302185,-2.020706,walking
380,-4.170699,-15.801731,0.162806,walking
381,1.173159,-14.092270999999998,-0.636858,walking
382,1.11091,-8.954314,-8.887277000000001,walking
383,0.0478839999999999,-8.571242,0.790087,walking
384,2.494758,-5.674258,1.034295,walking
385,11.894394,-11.429919,-8.049306,walking
386,-9.323022,-15.844827,1.824382,walking
387,-1.278504,-17.334020000000002,-14.245501,walking
388,5.042189,-14.518439,-5.63595,walking
389,-0.474052,-10.237606,-9.222465,walking
390,-0.670376,-10.611102,-1.091756,walking
391,-2.3606830000000003,-1.594538,2.011129,walking
392,-2.331952,-7.671022,-0.35913,walking
393,-4.395754,-11.573571,-2.03986,walking
394,-9.993398,1.580173,-11.587936,walking
395,-3.409343,-13.158532,-3.677494,walking
396,-14.159308,-18.11453,-20.077776,walking
397,-3.007117,-7.541735000000001,0.799663,walking
398,-2.351106,-3.744531,2.513912,walking
399,-1.517924,-8.513782,0.8523360000000001,walking
400,1.278504,-8.872911,0.0430959999999999,walking
401,-1.656788,-10.941502,0.8619129999999999,walking
402,-3.969586,-13.354857,-3.083732,walking
403,-1.613692,-9.672575,-5.133168,walking
404,-0.991199,-9.667787,-1.177947,walking
405,-2.097321,0.292093,2.767697,walking
406,-5.655104,-6.488286,-0.933739,walking
407,-7.345411,-12.717999,-1.838747,walking
408,0.555455,-10.874464,23.582888,walking
409,-9.155427,-11.654974,-1.388637,walking
410,-6.660669,5.214572,-2.8155810000000003,walking
411,-1.848324,-12.65575,-3.65834,walking
412,-7.278372999999999,-14.686032999999998,-10.065224,walking
413,-3.5960910000000004,-9.016563,-1.484405,walking
414,-2.37026,-1.192312,3.055001,walking
415,-5.473145,-6.517017,-0.713472,walking
416,-5.061342,-11.808203,-2.5378540000000003,walking
417,-2.743755,1.244985,-0.440533,walking
418,-3.2321720000000003,-13.469779,-2.446874,walking
419,-4.285621,8.073248,2.9257150000000003,walking
420,-0.387861,-9.174581,3.031059,walking
421,-7.359775999999999,-15.322891,0.8523360000000001,walking
422,11.113884,-19.603724,-3.921702,walking
423,5.1092260000000005,-15.452178,-1.47004,walking
424,6.373365,-11.741165,-8.226476,walking
425,3.2896330000000003,-9.993398,-0.3830719999999999,walking
426,-2.978387,-3.0502130000000003,1.273715,walking
427,-4.34787,-9.92636,-1.642422,walking
428,-4.256891,-17.166426,-2.054225,walking
429,-12.277467,6.435614,2.853889,walking
430,-7.8865,-16.82645,4.912902,walking
431,4.13718,-23.673866,-10.807426,walking
432,2.523489,-10.070012,0.158017,walking
433,-0.143652,-3.572149,1.862689,walking
434,1.221043,-7.963114,-0.737414,walking
435,6.105214,-8.504205,0.306458,walking
436,-2.925714,-21.298819,5.612009,walking
437,3.347094,-13.302185,-2.020706,walking
438,-4.170699,-15.801731,0.162806,walking
439,1.173159,-14.092270999999998,-0.636858,walking
440,1.11091,-8.954314,-8.887277000000001,walking
441,0.0478839999999999,-8.571242,0.790087,walking
442,2.494758,-5.674258,1.034295,walking
443,11.894394,-11.429919,-8.049306,walking
444,-9.323022,-15.844827,1.824382,walking
445,-1.278504,-17.334020000000002,-14.245501,walking
446,5.042189,-14.518439,-5.63595,walking
447,-0.474052,-10.237606,-9.222465,walking
448,2.873042,-10.261548,0.4979939999999999,walking
449,-2.911349,-3.782838,1.13964,walking
450,11.113884,-19.603724,-3.921702,walking
451,5.1092260000000005,-15.452178,-1.47004,walking
452,6.373365,-11.741165,-8.226476,walking
453,3.2896330000000003,-9.993398,-0.3830719999999999,walking
454,-2.978387,-3.0502130000000003,1.273715,walking
455,-4.34787,-9.92636,-1.642422,walking
456,-4.256891,-17.166426,-2.054225,walking
457,-12.277467,6.435614,2.853889,walking
458,-7.8865,-16.82645,4.912902,walking
459,4.13718,-23.673866,-10.807426,walking
460,2.523489,-10.070012,0.158017,walking
461,-0.143652,-3.572149,1.862689,walking
462,1.221043,-7.963114,-0.737414,walking
463,6.105214,-8.504205,0.306458,walking
464,-2.925714,-21.298819,5.612009,walking
465,3.347094,-13.302185,-2.020706,walking
466,-4.170699,-15.801731,0.162806,walking
467,1.173159,-14.092270999999998,-0.636858,walking
468,1.11091,-8.954314,-8.887277000000001,walking
469,0.0478839999999999,-8.571242,0.790087,walking
470,2.494758,-5.674258,1.034295,walking
471,11.894394,-11.429919,-8.049306,walking
472,-9.323022,-15.844827,1.824382,walking
473,-1.278504,-17.334020000000002,-14.245501,walking
474,5.042189,-14.518439,-5.63595,walking
475,-0.474052,-10.237606,-9.222465,walking
476,2.873042,-10.261548,0.4979939999999999,walking
477,-2.911349,-3.782838,1.13964,walking
478,-3.624821,-8.939949,-1.508347,walking
479,-6.631939,-14.073117000000002,-0.4548979999999999,walking
480,6.373365,-11.741165,-8.226476,walking
481,3.2896330000000003,-9.993398,-0.3830719999999999,walking
482,-2.978387,-3.0502130000000003,1.273715,walking
483,-4.34787,-9.92636,-1.642422,walking
484,-4.256891,-17.166426,-2.054225,walking
485,-12.277467,6.435614,2.853889,walking
486,-7.8865,-16.82645,4.912902,walking
487,4.13718,-23.673866,-10.807426,walking
488,2.523489,-10.070012,0.158017,walking
489,-0.143652,-3.572149,1.862689,walking
490,1.221043,-7.963114,-0.737414,walking
491,6.105214,-8.504205,0.306458,walking
492,-2.925714,-21.298819,5.612009,walking
493,3.347094,-13.302185,-2.020706,walking
494,-4.170699,-15.801731,0.162806,walking
495,1.173159,-14.092270999999998,-0.636858,walking
496,1.11091,-8.954314,-8.887277000000001,walking
497,0.0478839999999999,-8.571242,0.790087,walking
498,2.494758,-5.674258,1.034295,walking
499,11.894394,-11.429919,-8.049306,walking
500,-9.323022,-15.844827,1.824382,walking
501,-1.278504,-17.334020000000002,-14.245501,walking
502,5.042189,-14.518439,-5.63595,walking
503,-0.474052,-10.237606,-9.222465,walking
504,2.873042,-10.261548,0.4979939999999999,walking
505,-2.911349,-3.782838,1.13964,walking
506,-3.624821,-8.939949,-1.508347,walking
507,-6.631939,-14.073117000000002,-0.4548979999999999,walking
508,-3.586514,-22.471977,-4.649539,walking
509,1.192313,-11.774684,-0.545878,walking
510,-2.978387,-3.0502130000000003,1.273715,walking
511,-4.34787,-9.92636,-1.642422,walking
512,-4.256891,-17.166426,-2.054225,walking
513,-12.277467,6.435614,2.853889,walking
514,-7.8865,-16.82645,4.912902,walking
515,4.13718,-23.673866,-10.807426,walking
516,2.523489,-10.070012,0.158017,walking
517,-0.143652,-3.572149,1.862689,walking
518,1.221043,-7.963114,-0.737414,walking
519,6.105214,-8.504205,0.306458,walking
520,-2.925714,-21.298819,5.612009,walking
521,3.347094,-13.302185,-2.020706,walking
522,-4.170699,-15.801731,0.162806,walking
523,1.173159,-14.092270999999998,-0.636858,walking
524,1.11091,-8.954314,-8.887277000000001,walking
525,0.0478839999999999,-8.571242,0.790087,walking
526,2.494758,-5.674258,1.034295,walking
527,11.894394,-11.429919,-8.049306,walking
528,-9.323022,-15.844827,1.824382,walking
529,-1.278504,-17.334020000000002,-14.245501,walking
530,5.042189,-14.518439,-5.63595,walking
531,-0.474052,-10.237606,-9.222465,walking
532,2.873042,-10.261548,0.4979939999999999,walking
533,-2.911349,-3.782838,1.13964,walking
534,-3.624821,-8.939949,-1.508347,walking
535,-6.631939,-14.073117000000002,-0.4548979999999999,walking
536,-3.586514,-22.471977,-4.649539,walking
537,1.192313,-11.774684,-0.545878,walking
538,-0.268151,-18.569427,-11.69807,walking
539,4.017469999999999,-11.793838,-1.101333,walking
540,-4.256891,-17.166426,-2.054225,walking
541,-12.277467,6.435614,2.853889,walking
542,-7.8865,-16.82645,4.912902,walking
543,4.13718,-23.673866,-10.807426,walking
544,2.523489,-10.070012,0.158017,walking
545,-0.143652,-3.572149,1.862689,walking
546,1.221043,-7.963114,-0.737414,walking
547,6.105214,-8.504205,0.306458,walking
548,-2.925714,-21.298819,5.612009,walking
549,3.347094,-13.302185,-2.020706,walking
550,-4.170699,-15.801731,0.162806,walking
551,1.173159,-14.092270999999998,-0.636858,walking
552,1.11091,-8.954314,-8.887277000000001,walking
553,0.0478839999999999,-8.571242,0.790087,walking
554,2.494758,-5.674258,1.034295,walking
555,11.894394,-11.429919,-8.049306,walking
556,-9.323022,-15.844827,1.824382,walking
557,-1.278504,-17.334020000000002,-14.245501,walking
558,5.042189,-14.518439,-5.63595,walking
559,-0.474052,-10.237606,-9.222465,walking
560,2.873042,-10.261548,0.4979939999999999,walking
561,-2.911349,-3.782838,1.13964,walking
562,-3.624821,-8.939949,-1.508347,walking
563,-6.631939,-14.073117000000002,-0.4548979999999999,walking
564,-3.586514,-22.471977,-4.649539,walking
565,1.192313,-11.774684,-0.545878,walking
566,-0.268151,-18.569427,-11.69807,walking
567,4.017469999999999,-11.793838,-1.101333,walking
568,-2.470816,-3.284845,1.972822,walking
569,-5.875371,-8.283937,-1.632845,walking
570,-7.8865,-16.82645,4.912902,walking
571,4.13718,-23.673866,-10.807426,walking
572,2.523489,-10.070012,0.158017,walking
573,-0.143652,-3.572149,1.862689,walking
574,1.221043,-7.963114,-0.737414,walking
575,6.105214,-8.504205,0.306458,walking
576,-2.925714,-21.298819,5.612009,walking
577,3.347094,-13.302185,-2.020706,walking
578,-4.170699,-15.801731,0.162806,walking
579,1.173159,-14.092270999999998,-0.636858,walking
580,1.11091,-8.954314,-8.887277000000001,walking
581,0.0478839999999999,-8.571242,0.790087,walking
582,2.494758,-5.674258,1.034295,walking
583,11.894394,-11.429919,-8.049306,walking
584,-9.323022,-15.844827,1.824382,walking
585,-1.278504,-17.334020000000002,-14.245501,walking
586,5.042189,-14.518439,-5.63595,walking
587,-0.474052,-10.237606,-9.222465,walking
588,2.873042,-10.261548,0.4979939999999999,walking
589,-2.911349,-3.782838,1.13964,walking
590,-3.624821,-8.939949,-1.508347,walking
591,-6.631939,-14.073117000000002,-0.4548979999999999,walking
592,-3.586514,-22.471977,-4.649539,walking
593,1.192313,-11.774684,-0.545878,walking
594,-0.268151,-18.569427,-11.69807,walking
595,4.017469999999999,-11.793838,-1.101333,walking
